Number,Date,Truck,Length,Route,Ref,Price,BAF,Voucher,INVOICE
8626,23.04.2017,sv28buk,16.5,CA-DO,CA22617582,140,14,929735,
8627,23.04.2017,sv28buk,16.5,dO-CA,DO27443753,140,14,929736,
8628,23.04.2017,B178GLU,6,cA-DO,CA22617653,80,14,929737,
8629,21.06.2017,AG79CDI,16.5,DO-CA,DO27616049,140,14,929738,
8630,23.04.2017,B107TDS,16.5,ca-DO,CA22617843,140,14,929739,
8631,23.04.2017,CJ04MRX,6,CA-DO,CA22617899,80,14,929740,
8632,23.04.2017,CJ04MRX,6,DO-CA,DO27444328,80,14,929741,
8633,24.04.2017,B143TRS,16.5,DO-CA,DO27445458,140,14,929742,
8634,24.04.2017,B460VER,16.5,CA-DO,CA22619017,140,14,929743,
8635,21.06.2017,AG79CDI,16.5,CA-DO,CA22744705,140,14,929744,
8636,24.04.2017,gj22abs,16.5,ca-do,CA22619270,140,14,929745,
8637,24.04.2017,gj22abs,16.5,do-ca,DO27446463,140,14,929746,
8638,24.04.2017,B828XXX,16.5,DO-CA,DO27447696,140,14,929747,
8639,25.04.2017,B102LML,16.5,CA-DO,"CA22621098
",140,14,929748,
8640,21.06.2017,OT22RUN,16.5,DO-CA,DO27616126,140,14,929749,
8641,21.06.2017,OT22RUN,16.5,CA-DO,CA22744771,140,14,929750,
8642,25.04.2017,HD34VAN,"16,5",DO-CA,DO27450092,140,14,929751,
8643,25.04.2017,AG26LML,16.5,DO-CA,DO27450318,140,14,929752,
8644,22.06.2017,AG26LML,16.5,DO-CA,DO27619363,140,14,929753,
8645,"26,04,2017",B107TDS,16.5,CA-DO,"DO27454748
",140,14,929754,
8646,26.04.2017,CT54WXT,16.5,CA-DO,CA22625195,140,14,929755,
8647,26.04.2017,CJ93XOD,16.5,CA-DO,CA22625755,140,14,929756,
8648,26.04.2017,CJ93XOD,16.5,DO-CA,DO27456043,140,14,929757,
8649,26.04.2017,B102LML,16.5,DO-CA,DO27456086,140,14,929758,
8650,26.04.2017,AG90LML,16.5,CA-DO,CA22625777,140,14,929759,
8651,26.04.2017,B19LML,16.5,CA-DO,CA22625778,140,14,929760,
8652,"27,04,2017",HD32VAN,16.5,CA-DO,DO27457591,140,14,929761,
8653,27.04.2017,CT54WXT,16.5,DO-CA,DO27458386,140,14,929762,
8654,27.04.2017,CT99WXT,16.5,CA-DO,CA22627515,140,14,929763,
8655,27.04.2017,CT99WXT,16.5,DO-CA,DO27458387,140,14,929764,
8656,27.04.2017,B19LML,16.5,do-CA,DO27458759,140,14,929765,
8657,27.04.2017,AG90LML,16.5,do-ca,DO27458760,140,14,929766,
8658,27.04.2017,TR22EDI,10,DO-CA ,DO27459336,80.00 €,14.00 €,929767,
8659,"28,04,2017",MM26ELK,16.5,DO-CA,DO27460481,140,14,929768,
8660,"28,04,2017",B137ATP,16.5,DO-CA,DO27460885,140,14,929769,
8661,28042017,MM97MBA,16.5,DA-CA,DO27461494,140,14,929770,
8662,"28,04,2017",VL74DAC,16.5,CA-DA,CA22630892,140,14,929771,
8663,"28,04,2017",VL74DAC,16.5,DA-CA,DO27462494,140,14,929772,
8664,01.05.2017,OT20RUN,16.5,ca-do,CA22631070,140,14,929773,
8665,29.04.20147,OT20RUN,16.5,DO-CA,DO27462676,140,14,929774,
8666,01.05.2017,VL03MSY,16.5,CA-DO,CA22633953,140,14,929775,
8667,01.05.20017,B111TGT,16.5,CA-DO,CA22633956,14,14,929776,
8668,01.05.2017,B111TGT,16.5,DO-CA,DO27467241,140,14,929777,
8669,29.04.2017,VL26ERI,6,CA-DO,CA22632496    ,80,14,929778,
8670,29.04.2017,VL26ERI,6,DO-CA,DO27464941,80,14,929779,
8671,29.04.2017,CT11NXG,6,CA-DO,CA22632702,80,14,929780,
8672,30.04.2017,SB71LAL,16.5,CA-DO,CA22633381,140,14,929781,
8673,30.04.2017,b105tds,16.5,ca-do,CA22633517,140,14,929782,
8674,"02,05,2017",B121TRF,6,CA-DO,CA22634566    ,80,14,929783,
8675,02.05.2017,B460VER,16.5,DA-CA,DO27469564,140,14,929784,
8676,02.05.2017,B460VER ,15,CA-DO ,CA22635737 ,140,14,929785,
8677,02.05.2017,HD48YUL   ,16.5,DO-CA,DO27470941 ,140,14,929786,
8678,02.05.2017,VL03MSY,16.5,DO-CA,DO27471339,140,14,929787,
8679,02.05.2017,HD34VAN,16.5,Do-Ca ,DO27471920,140,14.00 €,929788,
8680,03.05.2017,AG90LML,16.5,CA-DO,CA22637646,140,14,929789,
8681,03.05.2017,HD48YUL   ,16.5,CA-DO,CA22637806,140,14.00 €,929790,
8682,"03,05,2017",B15LML,16.5,CA-DO,CA22638672,140,14,929791,
8683,03.05.2017,B102LML,16.5,CA-DO,CA22638673,140,14,929792,
8684,03.05.2017,AG23LML,16.5,DO-CA,DO27473860,140,14,929793,
8685,03.05.2017,B105TDS,16.5,DO-CA,DO27473889,140,14,929794,
8686,03.05.2017,AG16DHL,16.5,ca-do,CA22639758,140,14,929795,
8687,03.05.2017,AG16DHL,16.5,do-ca, DO27474941 ,140,14,929796,
8688,03.05.2017,AG92CDI,16.5,CA-DO,CA22639916,140,14,929797,
8689,03.05.2017,AG92CDI,16.5,DO-CA,DO27475202,140,14,929798,
8690,04.05.2017,HD32VAN,16.5,DO-CA,DO27476889,140,14,929799,
8691,04.05.2017,HD17ULY,16.5,CA-DO,CA22641955,140,14,929800,
8692,04.05.2017,HD17ULY,16.5,DO-CA,DO27477825,140,14,929801,
8693,04.05.2017,CJ95XOD,16.5,CA-DO,CA22642116,140,14,929802,
8694,04.05.2017,CJ95XOD,16.5,DO-CA,DO27478004,140,14,929803,
8695,04.05.2017,AG37DEL,16.5,ca-do,CA222642121,140,14,929804,
8696,04.05.2017,AG37DEL,16.5,DO-CA,DO27478026,140,14,929805,
8697,04.05.2017,B15LML,16.5,DO-CA,DO27478116,140,14,929806,
8698,05.05.2017,VL60UDY,16.5,CA-DO,CA22644706,140,14,929807,
8699,05.05.2017,VL60UDY,16.5,DO-CA,DO27481103,140,14,929808,
8700,05.05.2017,CT11NXG,7,DO-CA,DO27482022,80,14,929809,
8701,05.05.2017,B178GLU,6,CA-DO,CA22645827,80,14,929810,
8702,05.05.2017,B178GLU,6,DO-CA,DO27482484,80,14,929811,
8703,05.05.2017,b16lml,16.5,ca-do,ca22646040,140,14,929812,
8704,05.05.2017,AG40lml,16.5,D0-CA,DO27482710,140,14,929813,
8705,05.05.2017,B102lml,16.5,DO-CA,DO27482711,140,14,929814,
8706,06.07.2017,VL26MRL,16.5,CA-DO,CA22647230,140,14,929815,
8707,06.07.2017,VL26MRL,16.5,DO-CA,DO27484552,140,14,929816,
8708,07.05.2017,B107TDS,16.5,CA-DO,CA22647991,140,14,929817,
8709,07.05.2017,AG01YRV,16.5,DO-CA,DO27485786,140,14,929818,
8710,08.05.2017,B460VER,16.5,CA-DO,CA22649171,140,14,929819,
8711,08.05.2017,B460VER,16.5,DO-CA,DO27487058,140,14,929820,
8712,09.05.2017,AG90LML,16.5,CA-DO,CA22650221,140,14,929821,
8713,09.05.2017,B19LML,16.5,CA-DO,CA22650222,140,14,929822,
8714,09.05.2017,B16LML,16.5,DO-CA,DO27488583,140,14,929823,
8715,08.05.2017,HD34VAN,16.5,DO-CA,DO27489311,140,14,929824,
8716,09.05.2017,AG12UCL,16.5,CA-DO,CA22652769,140,14,929825,
8717,09.05.2017,AG12UCN,16.5,CA-DO,CA22652770,140,14,929826,
8718,09.05.2017,AG90LML,16.5,DO-CA,DO27492679,140,14,929827,
8719,10.05.2017,OT22RUN,16.5,DO-CA,DO27493621,140,14,929828,
8720,10.05.2017,OT22RUN,16.5,CA-DO,CA22653702,140,14,929829,
8721,10.05.2017,AG61GEL,6,CA-DO,CA22653813,80,14,929830,
8722,10.05.2017,AG61GEL,6,DO-CA,DO27493702,80,14,929831,
8723,10.05.2017,B02JTD,7,CA-DO,CA22654203,80,14,929832,
8724,22.06.2017,AG23LML,16.5,CA-DO,CA22747242,140,14,929833,
8725,23.06.2017,CT99WXT,16.5,CA-DO,CA22748916,140,14,929834,
8726,10.05.2017,B25LML,16.5,CA-DO,CA22654893,140,14,929835,
8727,10.05.2017,AG23LML,16.5,CA-DO,CA22654894,140,14,929836,
8728,10.05.2017,AG50LML,16.5,CA-DO,CA22654895,140,14,929837,
8729,10.05.2017,AG20BMG,6,CA-DO,CA22654935,80,14,929838,
8730,10.05.2017,AG20BMG,6,DO-CA,DO27494890,80,14,929839,
8731,10.05.2017,B107TDS,16.5,DO-CA,DO27495561,140,14,929840,
8732,11.05.2017,HD32VAN,16.5,DO-CA,DO27497475,140,14,929841,
8733,11.05.2017,SV74BOD,16.5,CA-DO,CA22657497,140,14,929842,
8734,11.05.2017,SV74BOD,16.5,DO-CA,DO27498158,140,14,929843,
8735,11.05.2017,B02JTD,7,DO-CA,DO27498308,80,14,929844,
8736,11.05.2017,AG23LML,16.5,DO-CA,DO27499251,140,14,929845,
8737,12.05.2017,BH32PVA,7,CA-DO,CA22658917,140,14,929846,
8738,12.052017,BH32PVA,7,DO-CA,DO27503481,140,14,929847,
8739,15.05.2017,AG50LML,16.5,DO-CA,DO27503520,140,14,929848,
8740,15.05.2017,B19LML,16.5,DO-CA,DO27503521,140,14,929849,
8741,15.05.2017,B25LML,16.5,DO-CA,DO27503522,140,14,929850,
8742,23.06.2017,CT99WXT,16.5,DO-CA,DO27622926,140,14,929851,
8743,26.06.2017,,,,,,14,929852,
8744,15.05.2017,CJ93XOD,16.5,CA-DO,CA22662627,140,14,929853,
8745,15.05.2017,CJ93XOD,16.5,DO-CA,DO27505129,140,14,929854,
8746,15.05.2017,B998MRL,16.5,CA-DO,CA22663060,140,14,929855,
8747,15.05.2017,B106TDS,16.5,CA-DO,CA22663111,140,14,929856,
8748,15.05.2017,CT11NXG,6,CA-DO,CA22663642,140,14,929857,
8749,15.05.2017,B225SMR,7,cA-DO,CA22663769,140,14,929858,
8750,15.05.2017,B111TGT,6,CA-DO,CA22664352,140,14,929859,
8751,15.05.2017,B111TGT,6,DO-CA, DO27507546,140,14,929860,
8752,15.05.2017,SV17MDT,16.5,CA-DO,CA22665309,140,14,929861,
8753,15.05.2017,B460VER,16.5,do-ca,CA22666059,140,14,929862,
8754,26.06.2017,B460VER,16.5,CA-DO,CA22753836,140,14,929863,
8755,15.05.2017,B102LML,16.5,ca-do,CA22666498,140,14,929864,
8756,15.05.2017,B104ELK,16.5,DO-CA,DO27511170,140,14,929865,
8757,15.05.2017,HD34VAN,16.5,DO-CA,DO27511328,140,14,929866,
8758,15.05.2017,AG40LML,16.5,CA-DO,CA22667181,140,14,929867,
8759,16.05.2017,B13NDY,8,CA-DO,CA22667490,80,14,929868,
8760,16.05.2017,B13NDY,8,DO--CA,DO27511610,80,14,929869,
8761,16.05.2017,AG16DHL,16.5,CA-DO,CA22668404,140,14,929870,
8762,16.05.2017,AG16DHL,16.5,DO-CA,DO27512619,140,14,929871,
8763,16.05.2017,VL01MSY,16.5,DO-CA,DO27513233,140,14,929872,
8764,16.05.2017,HD17ULY,16.5,CA-DO,CA22669069,140,14,929873,
8765,16.05.2017,HD17ULY,16.5,DO-CA,DO27513427,140,14,929874,
8766,17.05.2017,AG26LML,16.5,CA-DO,CA22669483,140,14,929875,
8767,17.05.2017,B106TDS,16.5,DO-CA,DO27514026,140,14,929876,
8768,17.05.2017,OT20RUN,16.5,CA-DO,CA22670194,140,14,929877,
8769,17.05.2017,OT20RUN,16.5,DO-CA,DO27515063,140,14,929878,
8770,"17,05,2017",BH32PVA,7,CA-DA,CA22670393,80,14,929879,
8771,17.05.2017,B102LML,16.5,DO-CA,DO27515809,140,14,929880,
8772,17.05.2017,B15LML,16.5,CA-DO,CA22670879,140,14,929881,
8773,26.06.2017,B111TGT,16.5,DO-CA,DO27628861,140,14,929882,
8774,26.06.2017,B111TGT,16.5,CA-DO,CA22754240,140,14,929883,
8775,19.05.2017,B828XXX,16.5,CA-DO,CA22677546,140,14,929884,
8776,19.05.2017,B81ZHO,7,CA-DO,CA22678250,80,14,929885,
8777,19.05.2017,HD15VAN,16.5,DO-CA,DO27550273,140,14,929886,
8778,0,0,0,0,0.00 €,0,0,929887,
8779,20.05.2017,B105TDS,16.5,CA-DO,CA22679029,140,14,929888,
8780,21.05.2017,VL26MRL,16.5,CA-DO,CA22679373,140,14,929889,
8781,21.05.2017,VL26MRL,16.5,DO-CA,DO27527493,140,14,929890,
8782,21.05.2017,B15LML,16.5,DO-CA,DO27527533,140,14,929891,
8783,21.05.2017,B25LML,16.5,CA-DO,CA22679411,140,14,929892,
8784,21.05.2017,CJ95XOD,16.5,CA-DO,CA22679657,140,14,929893,
8785,21.05.2017,CJ95XOD,16.5,DO-CA,DO27527742,140,14,929894,
8786,22.05.2017,B25LML,16.5,DO-CA,DO27531219,140,14,929895,
8787,12.06.2017,AG12UCL,16.5,DO-CA,DO27587654,140,14,929896,
8788,22.05.2017,AG50LML,16.5,CA-DO,CA22682445,140,14,929897,
8789,22.05.2017,AG49RAM     ,6,CA-DO,CA22682482,80,14,929898,
8790,22.05.2017,HD15VAN,16.5,DO-CA,DO27531846,140,14,929899,
8791,23.05.2017,MM86TRS,16.5,DO-CA,DO27533113,140,14,929900,
8792,23.05.2017,B102LML,16.5,CA-DO,"CA22684686
",140,14,929901,
8793,0,0,0,0,0.00 €,0,0,929902,
8794,23.05.2017,B16LML,16.5,DO-CA,DO27534285,140,14,929903,
8795,23.05.2017,YB11WYU,6,DO-CA,DO27535229,80,14,929904,
8796,23.05.2017,VL26ERI,6,DO-CA,DO27535230,80,14,929905,
8797,24.05.2017,B263TP,16.5,DO-CA,DO27536376,140,14,929906,
8798,24.05.2017,CT22WXT,16.5,CA-DO,CA22686602,140,14,929907,
8799,24.05.2017,AG26LML,16.5,CA-DO,CA22687820,140,14,929908,
8800,24.05.2017, B104KEK,16.5,DO-CA, DO27538110,140,14,929909,
8801,18.05.2017,AG26LML,16.5,DO-CA,DO27520699 ,140,14,929910,
8802,30.05.2017,b15lml,16.5,ca-do, CA22698612,140,14,929911,
8803,30.05.2017,,,,,,,929912,
8804,30.05.2017,b106tds,16.5,DO-CA, DO27553632,140,14,929913,
8805,31.05.2017,HD61YUL,16.5,DO-CA,DO27555405,140,14,929914,
8806,,,,,,,,929915,
8807,02.06.2017,B15LML,16.5,DO-CA,DO27563845,140,14,929916,
8808,02.06.2017,AG23LML,16.5,DO-CA,DO27563846,140,14,929917,
8809,02.06.2018,AG40LML,16.5,DO-CA,DO27563847,140,14,929918,
8810,02.06.2017,AG50LML,16.5,DO-CA,CA22706774,140,14,929919,
8811,02.06.2017,B886ADM,6,ca-do,CA22707340,80,14,929920,
8812,03.06.2017,,,,,,,929921,
8813,07.06.2017,HD82VAN,16.5,DO-CA,DO27574820,140,14,929922,
8814,,,,,,,,929923,
8815,04.05.2017,,,,,,,929924,
8816,04.05.2017,B121TRF,6,DO-CA,CA22708915 ,140,14,929925,
8817,04.05.2017,B105TDS,16.5,ca-do,CA22708936,140,14,929926,
8818,04.05.2018,hd61yul,16.5,ca-do,CA22708990,140,14,929927,
8819,04.05.2019,,,,,,,929928,
8820,05.06.2017,CT32WXT,16.5,DO-CA,DO27569113,140,14,929929,
8821,05.06.2017,B828XXX,16.5,DO-CA,DO27569114,140,14,929930,
8822,"09,06,2017",GJ22ABS,16.5,ca-do,CA22719978,140,14,929931,
8823,"09,06,2017",GJ22ABS,16.5,DO-CA,DO27582144,140,14,929932,
8824,16.06.2017,AG16DHL,16.5,DO-CA,DO27601708,140,14,929933,
8825,29.06.2017,B828XXX,16.5,ca-do,CA22762732,140,14,929934,
8826,25.05.2017,B19LML,16.5,DO-CA,DO27541542,0,0,929935,
8827,31.05.2017,CJ93XOD,16.5,CA-DO, CA22701205,0,0,929936,
8828,31.05.2017,CJ93XOD,16.5,DO-CA,DO27557055,0,0,929937,
8829,01.06.2017,B500DHL,16.5,CA-DO, CA22703968,0,0,929938,
8830,01.06.2017,P6239BX,16.5,CA-DO,CA22703969,0,0,929939,
8831,06.06.2017,B799FRI,6,CA-DO, CA22712784,0,0,929940,
8832,06.06.2017,B460VER,16.5,CA-DO, CA22712823,0,0,929941,
8833,06.06.2017,,,,,,,929942,
8834,09.06.2017,MM68TRS,16.5,DO-CA,DO27580609,0,0,929943,
8835,09.06.2017,B263ATP,16.5,DO-CA,DO27582654,0,0,929944,
8836,"09,06,2017",AG11RPU,16.5,CA-DO,CA22720893,0,0,929945,
8837,17.06.2017,HD48YUL,16.5,CA-DO,CA22737268,0,0,929946,
8838,17.06.2017,HD48YUL,16.5,DO-CA,DO27605859,0,0,929947,
8839,17.06.2017,HD12CNA,16.5,CA-DO,CA22737361,0,0,929948,
8840,17.06.2017,HD12CNA,16.5,DO-CA,DO27606015,0,0,929949,
8841,18.06.2017,B105TDS,16.5,CA-DO,CA22737794,0,0,929950,
8842,18.06.2017,GJ18ABS,16.5,CA-DO,CA22737898,0,0,929951,
8843,18.06.2017,GJ18ABS,16.5,DO-CA,DO27606803,0,0,929952,
8844,03.07.2017,HD48YUL,16.5,CA-DO,CA22770859,0,0,929953,
8845,03.07.2017,HD48YUL,16.5,DO-CA,DO27651370,0,0,929954,
8846,03.07.2017,HD15VAN,16.5,DO-CA,DO27651580,0,0,929955,
8847,03.07.2017,B15LML,16.5,DO-CA,DO27651639,,,929956,
8848,14.07.2017,CJ93XOD,16.5,CA-DO,CA22796971,0,0,929957,
8849,14.07.2017,CJ93XOD,16.5,DO-CA,DO27685786,0,0,929958,
8850,15.07.2017,B105TDS,16.5,CADO,CA22797958,0,0,929959,
8851,22.05.2017,B106ELK,16.5,DO-CA,DO27528827,140,14,929960,
8852,22.05.2017,B460VER,16.5,CA-DO,CA22680654,140,14,929961,
8853,,,,,,,,929962,
8854,22.05.2017,MM84TRS,16.5,DO-CA,DO27530034,140,14,929963,
8855,22.05.2017,B11HCR,7,CA-DO,CA22682298,80,14,929964,
8856,22.05.2017,B11HCR,7,DO-CA,DO27531070,80,14,929965,
8857,22.05.2017,B828XXX,16.5,DO-CA,DO27530680,140,14,929966,
8858,23.05.2017,MM76TRS,16.5,DO-CA,DO27532799,140,14,929967,
8859,24.05.2017,B795VIC,6,DO-CA,DO27537750,140,14,929968,
8860,24.05.2017,B795VIC,6,CA-DO,CA22687590,140,14,929969,
8861,25.05.2017,AG77LLF,6,CA-DO,CA22689413,140,14,929970,
8862,25.05.2017,BH39VEG,16.5,CA-DO,CA22689454,140,14,929971,
8863,25.05.2017,BH39VEG,16.5,DO-CA,DO27540395,140,14,929972,
8864,25.05.2017,AG49RAM,6,DO-CA,DO27540480,140,14,929973,
8865,25.05.2017,B02JTD,6,CA-DO,CA22689693,140,14,929974,
8866,26.05.2017,B850FRI,6,CA-DO,CA22690208,140,14,929975,
8867,26.05.2017,B81ZHO,6,DO-CA,DO27545434,140,14,929976,
8868,27.05.2017,B886ADM,6,DO-CA,DO27546939,140,14,929977,
8869,27.05.2017,B106TDS,16.5,CA-DO,CA22693205,140,14,929978,
8870,29.05.2017,GJ16ABS,16.5,DO-CA,DO27548850,140,14,929979,
8871,29.05.2017,GJ16ABS,16.5,CA-DO,CA22694039,140,14,929980,
8872,29.05.2017,GJ18ABS,16.5,DO-CA,DO27548851,140,14,929981,
8873,29.05.2017,GJ18ABS,16.5,CA-DO,CA22694040,140,14,929982,
8874,29.05.2017,GJ22ABS,16.5,DO-CA,DO27548852,140,14,929983,
8875,29.05.2017,GJ22ABS,16.5,CA-DO,CA22694041,140,14,929984,
8876,"18,05,2017",HD32VAN,16.5,DO-CA,DO27518863,140,14,929985,
8877,18.05.2017,AB03KYM,16.5,DO-CA,DO27519534,140,14,929986,
8878,19.05.2017,AG37DEL,16.5,CA-DO,CA22675307,140,14,929987,
8879,19.05.2017,AG37DEL,16.5,DO-CA,DO27522003,140,14,929988,
8880,19.05.2017,CT11NXG,7,DO-CA,DO27525684,80,14,929989,
8881,22.05.2017,OT22RUN,16.5,CA-DO,CA22681315,140,14,929990,
8882,22.05.2017,OT22RUN,16.5,DO-CA,DO27529817,140,14,929991,
8883,23.05.2017,AG92CDI,16.5,CA-DO,CA22683954,140,14,929992,
8884,23.05.2017,AG92CDI,16.5,DO-CA,DO27533429,140,14,929993,
8885,23.05.2017,B105TDS,16.5,DO-CA,DO27534648,140,14,929994,
8886,23.05.2017,HD61YUL,16.5,CA-DO,CA22685092,140,14,929995,
8887,23.05.2017,HD61YUL,16.5,DO-CA,DO27534674,140,14,929996,
8888,24.05.2017,B886ADM,7,CA-DO,CA22687310,80,14,929997,
8889,24.05.2017,CT22WXT,16.5,DO-CA,DO27537987,140,14,929998,
8890,26.05.2017,B102LML,16.5,DO-CA,DO27544371,140,14,929999,
8891,26.05.2017,AG26LML,16.5,DO-CA,DO27544372,140,14,930000,
8892,25.09.2017,HD15VAN,16.5,DO-CA,DO27879573,140,14,953801,
8893,,,,,,,14,953802,
8894,"24,06,2017",,,,,,,953803,
8895,24.06.2017,B550FRI,6,CA-DO,CA22752092,80,14,953804,
8896,24.06.2017,B106TDS,16.5,CA-DO,CA22752234,140,14,953805,
8897,24.06.2017,AG50LML,16.5,CA-DO,CA22752376,140,14,953806,
8898,25.06.2017,VL30ADM,7,CA-DO,CA22753099,80,14,953807,
8899,"22,09,2017",B120TRF,7,DO-CA,DO27871366,80,14,953808,
8900,"22,09,2017",CJ04MRX,16.5,DO-CA,DO27873107,140,14,953809,
8901,26.06.2017,,,,,,14,953810,
8902,26.06.2017,,,,,,,953811,
8903,26.06.2017,HD82SSP,16.5,CA-DO,CA22755206,140,14,953812,
8904,26.06.2017,,,,,,,953813,
8906,27.06.2017,B106TDS,16.5,DO-CA,DO27633833,14,14,953815,
8907,27.06.2017,AG50LML,16.5,DO-CA,DO27633888,140,14,953816,
8908,27.06.2017,AG16DHL,16.5,CA-DO,CA22757995,140,14,953817,
8909,27.06.2017,AG16DHL,16.5,DO-CA,DO27633914,140,14,953818,
8910,29.06.2017,OT20RUN,16.5,CA-DO,CA22761421,140,14,953819,
8911,29.06.2017,OT20RUN,16.5,DO-CA,DO27638659,140,14,953820,
8912,29.06.2017,IF06DEM,16.5,CA-DO,CA22761992,140,14,953821,
8913,29.06.2017,IF06DEM,16.5,DO-CA,DO27639271,140,14,953822,
8914,"29,06,2017",AG90LML,16.5,DO-CA,DO27639979,140,14,953823,
8915,29.06.2017,B15LML   ,16.5,CA-DO,CA22762567   ,140,14,953824,
8916,30.06.2017,HD01DRN,16.5,CA-DO,CA22764355,140,14,953825,
8917,30.06.2017,,,,,,,953826,
8918,30.06.2017,B828XXX,16.5,DO-CA,DO27643764,140,14,953827,
8919,04.07.2017,B16LML,16.5,DO-CA,DO27654908,140,14,953828,
8920,04.07.2017,AG23LML,16.5,CA-DO,CA22773499,140,14,953829,
8921,06.05.2017,VL26ERI,6,CA-DO,CA22776935,80,14,953830,
8922,06.05.2017,VL26ERI,6,DO-CA,DO27659508,80,14,953831,
8923,06.07.2017,B102LML,16.5,CA-DO,CA22777545,140,14,953832,
8924,06.07.2017,AG26LML,16.5,DO-CA,DO27660202,140,14,953833,
8925,06.07.2017,SV17MDT,16.5,CA-DO,CA22778204,140,14,953834,
8926,06.07.2017,SV17MDT,16.5,DO-CA,DO27660974,140,14,953835,
8927,11.07.2017,B16LML,16.5,CA-DO,CA22788450,140,14,953836,
8928,11.07.2017,B106TDS,16.5,DO-CA,DO27674970,140,14,953837,
8929,,,,,,,,953838,
8930,13.07.2017,GJ16ABS,16.5,CA-DO,CA22791899,140,14,953839,
8931,13.07.2017,GJ16ABS,16.5,DO-CA,DO27679474,140,14,953840,
8932,13.07.2017,HD34VAN,16.5,DO-CA,DO27680289,140,14,953841,
8933,14.07.2017,B828XXX,16.5,CA-DO,CA22796239,140,14,953842,
8934,17.07.2017,B460VER,16.5,CA-DO,CA22799814,140,14,953843,
8935,"19,07,2017",B102LML,16.5,DO-CA,DO27698356,140,14,953844,
8936,"19,07,2017",AG50LML,16.5,CA-DO,CA22806049,140,14,953845,
8937,20.07.2017,HD34VAN,16.5,DO-CA, DO27700150,140,14,953846,
8938,21.07.2017,SV28ARS,6,CA-DO,CA22810013,80,14,953847,
8939,21.07.2017,SV28ARS,6,DO-CA,DO27703457,80,14,953848,
8940,21.07.2017,AG16DHL,16.5,DO-CA,DO27705862,140,14,953849,
8941,22.07.2017,AG90LML,16.5,CA-DO,CA22812858,140,14,953850,
8942,22.07.2017,AG50LML,16.5,DO-CA,DO27707447,140,14,953851,
8943,22.07.2017,B106TDS,16.5,CA-DO,CA22812953,140,14,953852,
8944,22.07.2017,B884ADM,7,CA-DO,CA22813038,80,14,953853,
8945,"25,07,2017",OT22RUN,16.5,CA-DO,CA22817430,140,14,953854,
8946,25.07.2017,OT22RUN,16.5,DO-CA,DO27713742,140,14,953855,
8947,25.07.2017,ct99wxt,16.5,CA-DO,CA22818171,140,14,953856,
8948,26.07.2017,VL26ERI,6,CA-DO,CA22819314,80,14,953857,
8949,26.07.2017,VL26ERI,6,DO-CA,DO27716446,80,14,953858,
8950,,,,,,,14,953859,
8951,,,,,,,14,953860,
8952,01.07.2017,B105TDS,16.5,DO-CA,DO27733888,140,14,953861,
8953,08.08.2017,SV68BOB,16.5,CA-DO,CA22843563,140,14,953862,
8954,08.08.2017,SV68BOB,16.5,DO-CA,DO27749912,140,14,953863,
8955,12.08.2017,B102LML,16.5,CA-DO,CA22852530,140,14,953864,
8956,12.08.2017,B105TDS,16.5,CA-DO,CA22852656,140,14,953865,
8957,,,,,,,,953866,
8958,,,,,,,,953867,
8959,14.08.2017,CT99WXT,16.5,DO-CA,DO27766608,140,14,953868,
8960,14.08.2017,HD15VAN,16.5,DO-CA,DO27766657,140,14,953869,
8961,15.08.2017,B105TDS,16.5,DO-CA,DO27769671,140,14,953870,
8962,15.08.2017,AG50LML,16.5,CA-DO,CA22857036,140,14,953871,
8963,15.08.2017,AG16DHL,16.5,CA-DO,CA22857219,140,14,953872,
8964,15.08.2017,AG16DHL,16.5,DO-CA,DO27770252,140,14,953873,
8965,15.08.2017,AG79CDI,16.5,CA-DO,CA22857275,140,14,953874,
8966,15.08.2017,AG79CDI,16.5,DO-CA,DO27770416,140,14,953875,
8967,25.08.2017,B16LML,16.5,CA-DO, CA22876523,140,14,953876,
8968,25.08.2017,AG50LML,16.5,CA-DO, CA22876524,140,14,953877,
8969,26.08.2017,B105TDS,16.5,CA-DO,CA22877066,140,14,953878,
8970,28.08.2017,HD17ULY,16.5,CA-DO, CA22877863,140,14,953879,
8971,28.08.2017,B102LML,16.5,CA-DO,CA22878775,140,14,953880,
8972,28.08.2017,B16LML,16.5,DO-CA,DO27801347,140,14,953881,
8973,,,,,,,,953882,
8974,29.08.2017,B799FRI,7,CA-DO,CA22880512,80,14,953883,
8975,04.09.2017,AG26LML,16.5,CA-DO,CA22893099,140,14,953884,
8976,04.09.2017,AG40LML,16.5,CA-DO,CA22893100,140,14,953885,
8977,04.09.2017,AG90LML,16.5,DO-CA,DO27820389,140,14,953886,
8978,04.09.2017,B19LML,16.5,DO-CA,DO27820390,140,14,953887,
8979,04.09.2017,AG23LML,16.5,DO-CA,DO27820391,140,14,953888,
8980,,,,,,,14,953889,
8981,05.09.2017,AG16DHL,16.5,CA-DO,CA22896125,140,14,953890,
8982,05.09.2017,AG16DHL,16.5,DO-CA,DO27824418,140,14,953891,
8983,11.09.2017,B460VER,16.5,CA-DO,CA22906959,140,14,953892,
8984,11.09.2017,B460VER,16.5,DO-CA,DO27839085,140,14,953893,
8985,12.09.2017,B105TS,16.5,DO-CA,DO27843342,140,14,953894,
8986,12.09.2017,B102LML,16.5,CA-DO,CA22910054,140,14,953895,
